,fecha,periodo,valor
82,2027-01-04,11,1812.9202887107729
83,2027-01-04,12,1853.414423512509
84,2027-01-04,13,1897.6237576138578
85,2027-01-04,14,1977.609475553928
86,2027-01-04,15,2047.288775845032
87,2027-01-04,16,2075.896280437931
88,2027-01-04,17,2104.5032488088937
89,2027-01-04,18,2099.0254336915978
90,2027-01-04,19,2376.314870769375
91,2027-01-04,20,2414.6768002823937
92,2027-01-04,21,2473.277016508906
93,2027-01-04,22,2362.515775768331
94,2027-01-04,23,2378.02610844063
95,2027-01-04,24,2328.738483024782
96,2027-01-05,1,2283.2669541201867
97,2027-01-05,2,2211.3715177761933
98,2027-01-05,3,2148.915789231665
99,2027-01-05,4,2089.771835579503
100,2027-01-05,5,2036.487737483008
101,2027-01-05,6,1984.107685201895
102,2027-01-05,7,1909.511822822134
103,2027-01-05,8,1875.565373208625
104,2027-01-05,9,1869.7298993305071
105,2027-01-05,10,1886.982348320536
106,2027-01-05,11,1918.170402560501
107,2027-01-05,12,1974.63633802353
108,2027-01-05,13,2009.31279535147
109,2027-01-05,14,2082.669604863979
110,2027-01-05,15,2182.3872121329277
111,2027-01-05,16,2206.852632622872
112,2027-01-05,17,2221.002557678185
113,2027-01-05,18,2200.259072527233
114,2027-01-05,19,2458.962886355952
115,2027-01-05,20,2491.002529638548
116,2027-01-05,21,2544.842276536819
117,2027-01-05,22,2431.0171518014968
118,2027-01-05,23,2440.1013098507283
119,2027-01-05,24,2387.505743912131
120,2027-01-06,1,2111.19268453708
121,2027-01-06,2,2089.240220362482
122,2027-01-06,3,2075.420516252524
123,2027-01-06,4,2043.259027394374
124,2027-01-06,5,2004.159903323771
125,2027-01-06,6,1960.417493005244
126,2027-01-06,7,1872.5663348990229
127,2027-01-06,8,1829.455420761834
128,2027-01-06,9,1812.291101483813
129,2027-01-06,10,1816.294934213593
130,2027-01-06,11,1839.593554567236
131,2027-01-06,12,1878.533400775955
132,2027-01-06,13,1910.097133011471
133,2027-01-06,14,1965.854506115136
134,2027-01-06,15,2016.912825630324
135,2027-01-06,16,2049.485220786714
136,2027-01-06,17,2060.2334232865187
137,2027-01-06,18,2057.9052746806938
138,2027-01-06,19,2343.593795940964
139,2027-01-06,20,2380.639275004009
140,2027-01-06,21,2428.871016312414
141,2027-01-06,22,2306.947161094919
142,2027-01-06,23,2325.350739258653
143,2027-01-06,24,2290.121981995231
144,2027-01-07,1,2276.26624337623
145,2027-01-07,2,2207.387431154861
146,2027-01-07,3,2151.39714608624
147,2027-01-07,4,2095.167369478845
148,2027-01-07,5,2040.897249061319
149,2027-01-07,6,1981.966119928788
150,2027-01-07,7,1908.341414645471
151,2027-01-07,8,1888.785208200839
152,2027-01-07,9,1883.007923719667
153,2027-01-07,10,1890.143034840839
154,2027-01-07,11,1928.6356051104199
155,2027-01-07,12,1978.607430201573
156,2027-01-07,13,2009.830584306948
157,2027-01-07,14,2105.114774206823
158,2027-01-07,15,2191.149261514836
159,2027-01-07,16,2217.706564137451
160,2027-01-07,17,2219.721200397437
161,2027-01-07,18,2198.10120072039
162,2027-01-07,19,2454.679488758869
163,2027-01-07,20,2479.748306204605
164,2027-01-07,21,2528.9423193058
165,2027-01-07,22,2415.033072563036
166,2027-01-07,23,2430.138958462361
167,2027-01-07,24,2378.394082843416
168,2027-01-08,1,2301.916381146311
169,2027-01-08,2,2221.794074694549
170,2027-01-08,3,2161.5492093220273
171,2027-01-08,4,2102.1193845782163
172,2027-01-08,5,2048.598159058859
173,2027-01-08,6,1996.985731653368
174,2027-01-08,7,1911.909829302458
175,2027-01-08,8,1874.019854051829
176,2027-01-08,9,1860.1088591440289
177,2027-01-08,10,1880.122808129345
178,2027-01-08,11,1913.4738578290758
179,2027-01-08,12,1965.173101810403
180,2027-01-08,13,2002.361833079485
181,2027-01-08,14,2117.9307903548497
182,2027-01-08,15,2201.374501803497
183,2027-01-08,16,2214.788917548188
184,2027-01-08,17,2234.503926612937
185,2027-01-08,18,2220.5609597977473
186,2027-01-08,19,2473.3424323115487
187,2027-01-08,20,2502.166360354485
188,2027-01-08,21,2550.444232781772
189,2027-01-08,22,2442.068020426971
190,2027-01-08,23,2457.638703625617
191,2027-01-08,24,2402.76109343101
192,2027-01-09,1,2289.048382216225
193,2027-01-09,2,2215.942987715337
194,2027-01-09,3,2153.445114172471
195,2027-01-09,4,2093.4099865075423
196,2027-01-09,5,2036.019399662832
197,2027-01-09,6,1982.5402383608398
198,2027-01-09,7,1896.139543815174
199,2027-01-09,8,1847.794265345144
200,2027-01-09,9,1822.92835517361
201,2027-01-09,10,1825.3914792194018
202,2027-01-09,11,1848.656215325169
203,2027-01-09,12,1888.4318992064768
204,2027-01-09,13,1912.670659655313
205,2027-01-09,14,1968.396226731108
206,2027-01-09,15,2037.008876595409
207,2027-01-09,16,2062.624972837458
208,2027-01-09,17,2112.834102372155
209,2027-01-09,18,2145.694877852411
210,2027-01-09,19,2411.979378673262
211,2027-01-09,20,2424.552607596
212,2027-01-09,21,2445.930354302106
213,2027-01-09,22,2323.725901423566
214,2027-01-09,23,2343.042939107965
215,2027-01-09,24,2326.23038800505
216,2027-01-10,1,2260.730520363048
217,2027-01-10,2,2185.927073040293
218,2027-01-10,3,2127.11007720328
219,2027-01-10,4,2068.449737421355
220,2027-01-10,5,2012.281752448823
221,2027-01-10,6,1945.807190157905
222,2027-01-10,7,1830.790619151604
223,2027-01-10,8,1716.600328764933
224,2027-01-10,9,1633.581935229648
225,2027-01-10,10,1612.758892968978
226,2027-01-10,11,1631.9462451779232
227,2027-01-10,12,1673.334505032588
228,2027-01-10,13,1720.959001910438
229,2027-01-10,14,1780.373453742202
230,2027-01-10,15,1848.249970854584
231,2027-01-10,16,1884.919449400801
232,2027-01-10,17,1956.741604738541
233,2027-01-10,18,2004.537698753818
234,2027-01-10,19,2304.743012690376
235,2027-01-10,20,2328.055125624952
236,2027-01-10,21,2383.798594244874
237,2027-01-10,22,2304.393673873097
238,2027-01-10,23,2327.017436546012
239,2027-01-10,24,2281.825295694516
240,2027-01-11,1,2223.361589356006
241,2027-01-11,2,2152.279800249887
242,2027-01-11,3,2096.5063336226813
243,2027-01-11,4,2042.3570489510262
244,2027-01-11,5,1994.079931828062
245,2027-01-11,6,1939.13363164899
246,2027-01-11,7,1862.99648156401
247,2027-01-11,8,1818.629802622944
248,2027-01-11,9,1796.142723022977
249,2027-01-11,10,1794.828371533028
250,2027-01-11,11,1812.9202887107729
251,2027-01-11,12,1853.414423512509
252,2027-01-11,13,1897.6237576138578
253,2027-01-11,14,1977.609475553928
254,2027-01-11,15,2047.288775845032
255,2027-01-11,16,2075.896280437931
256,2027-01-11,17,2104.5032488088937
257,2027-01-11,18,2099.0254336915978
258,2027-01-11,19,2376.314870769375
259,2027-01-11,20,2414.6768002823937
260,2027-01-11,21,2473.277016508906
261,2027-01-11,22,2362.515775768331
262,2027-01-11,23,2378.02610844063
263,2027-01-11,24,2328.738483024782
264,2027-01-12,1,2283.2669541201867
265,2027-01-12,2,2211.3715177761933
266,2027-01-12,3,2148.915789231665
267,2027-01-12,4,2089.771835579503
268,2027-01-12,5,2036.487737483008
269,2027-01-12,6,1984.107685201895
270,2027-01-12,7,1909.511822822134
271,2027-01-12,8,1875.565373208625
272,2027-01-12,9,1869.7298993305071
273,2027-01-12,10,1886.982348320536
274,2027-01-12,11,1918.170402560501
275,2027-01-12,12,1974.63633802353
276,2027-01-12,13,2009.31279535147
277,2027-01-12,14,2082.669604863979
278,2027-01-12,15,2182.3872121329277
279,2027-01-12,16,2206.852632622872
280,2027-01-12,17,2221.002557678185
281,2027-01-12,18,2200.259072527233
282,2027-01-12,19,2458.962886355952
283,2027-01-12,20,2491.002529638548
284,2027-01-12,21,2544.842276536819
285,2027-01-12,22,2431.0171518014968
286,2027-01-12,23,2440.1013098507283
287,2027-01-12,24,2387.505743912131
288,2027-01-13,1,2111.19268453708
289,2027-01-13,2,2089.240220362482
290,2027-01-13,3,2075.420516252524
291,2027-01-13,4,2043.259027394374
292,2027-01-13,5,2004.159903323771
293,2027-01-13,6,1960.417493005244
294,2027-01-13,7,1872.5663348990229
295,2027-01-13,8,1829.455420761834
296,2027-01-13,9,1812.291101483813
297,2027-01-13,10,1816.294934213593
298,2027-01-13,11,1839.593554567236
299,2027-01-13,12,1878.533400775955
300,2027-01-13,13,1910.097133011471
301,2027-01-13,14,1965.854506115136
302,2027-01-13,15,2016.912825630324
303,2027-01-13,16,2049.485220786714
304,2027-01-13,17,2060.2334232865187
305,2027-01-13,18,2057.9052746806938
306,2027-01-13,19,2343.593795940964
307,2027-01-13,20,2380.639275004009
308,2027-01-13,21,2428.871016312414
309,2027-01-13,22,2306.947161094919
310,2027-01-13,23,2325.350739258653
311,2027-01-13,24,2290.121981995231
312,2027-01-14,1,2276.26624337623
313,2027-01-14,2,2207.387431154861
314,2027-01-14,3,2151.39714608624
315,2027-01-14,4,2095.167369478845
316,2027-01-14,5,2040.897249061319
317,2027-01-14,6,1981.966119928788
318,2027-01-14,7,1908.341414645471
319,2027-01-14,8,1888.785208200839
320,2027-01-14,9,1883.007923719667
321,2027-01-14,10,1890.143034840839
322,2027-01-14,11,1928.6356051104199
323,2027-01-14,12,1978.607430201573
324,2027-01-14,13,2009.830584306948
325,2027-01-14,14,2105.114774206823
326,2027-01-14,15,2191.149261514836
327,2027-01-14,16,2217.706564137451
328,2027-01-14,17,2219.721200397437
329,2027-01-14,18,2198.10120072039
330,2027-01-14,19,2454.679488758869
331,2027-01-14,20,2479.748306204605
332,2027-01-14,21,2528.9423193058
333,2027-01-14,22,2415.033072563036
334,2027-01-14,23,2430.138958462361
335,2027-01-14,24,2378.394082843416
336,2027-01-15,1,2301.916381146311
337,2027-01-15,2,2221.794074694549
338,2027-01-15,3,2161.5492093220273
339,2027-01-15,4,2102.1193845782163
340,2027-01-15,5,2048.598159058859
341,2027-01-15,6,1996.985731653368
342,2027-01-15,7,1911.909829302458
343,2027-01-15,8,1874.019854051829
344,2027-01-15,9,1860.1088591440289
345,2027-01-15,10,1880.122808129345
346,2027-01-15,11,1913.4738578290758
347,2027-01-15,12,1965.173101810403
348,2027-01-15,13,2002.361833079485
349,2027-01-15,14,2117.9307903548497
350,2027-01-15,15,2201.374501803497
351,2027-01-15,16,2214.788917548188
352,2027-01-15,17,2234.503926612937
353,2027-01-15,18,2220.5609597977473
354,2027-01-15,19,2473.3424323115487
355,2027-01-15,20,2502.166360354485
356,2027-01-15,21,2550.444232781772
357,2027-01-15,22,2442.068020426971
358,2027-01-15,23,2457.638703625617
359,2027-01-15,24,2402.76109343101
360,2027-01-16,1,2289.048382216225
361,2027-01-16,2,2215.942987715337
362,2027-01-16,3,2153.445114172471
363,2027-01-16,4,2093.4099865075423
364,2027-01-16,5,2036.019399662832
365,2027-01-16,6,1982.5402383608398
366,2027-01-16,7,1896.139543815174
367,2027-01-16,8,1847.794265345144
368,2027-01-16,9,1822.92835517361
369,2027-01-16,10,1825.3914792194018
370,2027-01-16,11,1848.656215325169
371,2027-01-16,12,1888.4318992064768
372,2027-01-16,13,1912.670659655313
373,2027-01-16,14,1968.396226731108
374,2027-01-16,15,2037.008876595409
375,2027-01-16,16,2062.624972837458
376,2027-01-16,17,2112.834102372155
377,2027-01-16,18,2145.694877852411
378,2027-01-16,19,2411.979378673262
379,2027-01-16,20,2424.552607596
380,2027-01-16,21,2445.930354302106
381,2027-01-16,22,2323.725901423566
382,2027-01-16,23,2343.042939107965
383,2027-01-16,24,2326.23038800505
384,2027-01-17,1,2260.730520363048
385,2027-01-17,2,2185.927073040293
386,2027-01-17,3,2127.11007720328
387,2027-01-17,4,2068.449737421355
388,2027-01-17,5,2012.281752448823
389,2027-01-17,6,1945.807190157905
390,2027-01-17,7,1830.790619151604
391,2027-01-17,8,1716.600328764933
392,2027-01-17,9,1633.581935229648
393,2027-01-17,10,1612.758892968978
394,2027-01-17,11,1631.9462451779232
395,2027-01-17,12,1673.334505032588
396,2027-01-17,13,1720.959001910438
397,2027-01-17,14,1780.373453742202
398,2027-01-17,15,1848.249970854584
399,2027-01-17,16,1884.919449400801
400,2027-01-17,17,1956.741604738541
401,2027-01-17,18,2004.537698753818
402,2027-01-17,19,2304.743012690376
403,2027-01-17,20,2328.055125624952
404,2027-01-17,21,2383.798594244874
405,2027-01-17,22,2304.393673873097
406,2027-01-17,23,2327.017436546012
407,2027-01-17,24,2281.825295694516
408,2027-01-18,1,2223.361589356006
409,2027-01-18,2,2152.279800249887
410,2027-01-18,3,2096.5063336226813
411,2027-01-18,4,2042.3570489510262
412,2027-01-18,5,1994.079931828062
413,2027-01-18,6,1939.13363164899
414,2027-01-18,7,1862.99648156401
415,2027-01-18,8,1818.629802622944
416,2027-01-18,9,1796.142723022977
417,2027-01-18,10,1794.828371533028
418,2027-01-18,11,1812.9202887107729
419,2027-01-18,12,1853.414423512509
420,2027-01-18,13,1897.6237576138578
421,2027-01-18,14,1977.609475553928
422,2027-01-18,15,2047.288775845032
423,2027-01-18,16,2075.896280437931
424,2027-01-18,17,2104.5032488088937
425,2027-01-18,18,2099.0254336915978
426,2027-01-18,19,2376.314870769375
427,2027-01-18,20,2414.6768002823937
428,2027-01-18,21,2473.277016508906
429,2027-01-18,22,2362.515775768331
430,2027-01-18,23,2378.02610844063
431,2027-01-18,24,2328.738483024782
432,2027-01-19,1,2283.2669541201867
433,2027-01-19,2,2211.3715177761933
434,2027-01-19,3,2148.915789231665
435,2027-01-19,4,2089.771835579503
436,2027-01-19,5,2036.487737483008
437,2027-01-19,6,1984.107685201895
438,2027-01-19,7,1909.511822822134
439,2027-01-19,8,1875.565373208625
440,2027-01-19,9,1869.7298993305071
441,2027-01-19,10,1886.982348320536
442,2027-01-19,11,1918.170402560501
443,2027-01-19,12,1974.63633802353
444,2027-01-19,13,2009.31279535147
445,2027-01-19,14,2082.669604863979
446,2027-01-19,15,2182.3872121329277
447,2027-01-19,16,2206.852632622872
448,2027-01-19,17,2221.002557678185
449,2027-01-19,18,2200.259072527233
450,2027-01-19,19,2458.962886355952
451,2027-01-19,20,2491.002529638548
452,2027-01-19,21,2544.842276536819
453,2027-01-19,22,2431.0171518014968
454,2027-01-19,23,2440.1013098507283
455,2027-01-19,24,2387.505743912131
456,2027-01-20,1,2111.19268453708
457,2027-01-20,2,2089.240220362482
458,2027-01-20,3,2075.420516252524
459,2027-01-20,4,2043.259027394374
460,2027-01-20,5,2004.159903323771
461,2027-01-20,6,1960.417493005244
462,2027-01-20,7,1872.5663348990229
463,2027-01-20,8,1829.455420761834
464,2027-01-20,9,1812.291101483813
465,2027-01-20,10,1816.294934213593
466,2027-01-20,11,1839.593554567236
467,2027-01-20,12,1878.533400775955
468,2027-01-20,13,1910.097133011471
469,2027-01-20,14,1965.854506115136
470,2027-01-20,15,2016.912825630324
471,2027-01-20,16,2049.485220786714
472,2027-01-20,17,2060.2334232865187
473,2027-01-20,18,2057.9052746806938
474,2027-01-20,19,2343.593795940964
475,2027-01-20,20,2380.639275004009
476,2027-01-20,21,2428.871016312414
477,2027-01-20,22,2306.947161094919
478,2027-01-20,23,2325.350739258653
479,2027-01-20,24,2290.121981995231
480,2027-01-21,1,2276.26624337623
481,2027-01-21,2,2207.387431154861
482,2027-01-21,3,2151.39714608624
483,2027-01-21,4,2095.167369478845
484,2027-01-21,5,2040.897249061319
485,2027-01-21,6,1981.966119928788
486,2027-01-21,7,1908.341414645471
487,2027-01-21,8,1888.785208200839
488,2027-01-21,9,1883.007923719667
489,2027-01-21,10,1890.143034840839
490,2027-01-21,11,1928.6356051104199
491,2027-01-21,12,1978.607430201573
492,2027-01-21,13,2009.830584306948
493,2027-01-21,14,2105.114774206823
494,2027-01-21,15,2191.149261514836
495,2027-01-21,16,2217.706564137451
496,2027-01-21,17,2219.721200397437
497,2027-01-21,18,2198.10120072039
498,2027-01-21,19,2454.679488758869
499,2027-01-21,20,2479.748306204605
500,2027-01-21,21,2528.9423193058
501,2027-01-21,22,2415.033072563036
502,2027-01-21,23,2430.138958462361
503,2027-01-21,24,2378.394082843416
504,2027-01-22,1,2301.916381146311
505,2027-01-22,2,2221.794074694549
506,2027-01-22,3,2161.5492093220273
507,2027-01-22,4,2102.1193845782163
508,2027-01-22,5,2048.598159058859
509,2027-01-22,6,1996.985731653368
510,2027-01-22,7,1911.909829302458
511,2027-01-22,8,1874.019854051829
512,2027-01-22,9,1860.1088591440289
513,2027-01-22,10,1880.122808129345
514,2027-01-22,11,1913.4738578290758
515,2027-01-22,12,1965.173101810403
516,2027-01-22,13,2002.361833079485
517,2027-01-22,14,2117.9307903548497
518,2027-01-22,15,2201.374501803497
519,2027-01-22,16,2214.788917548188
520,2027-01-22,17,2234.503926612937
521,2027-01-22,18,2220.5609597977473
522,2027-01-22,19,2473.3424323115487
523,2027-01-22,20,2502.166360354485
524,2027-01-22,21,2550.444232781772
525,2027-01-22,22,2442.068020426971
526,2027-01-22,23,2457.638703625617
527,2027-01-22,24,2402.76109343101
528,2027-01-23,1,2289.048382216225
529,2027-01-23,2,2215.942987715337
530,2027-01-23,3,2153.445114172471
531,2027-01-23,4,2093.4099865075423
532,2027-01-23,5,2036.019399662832
533,2027-01-23,6,1982.5402383608398
534,2027-01-23,7,1896.139543815174
535,2027-01-23,8,1847.794265345144
536,2027-01-23,9,1822.92835517361
537,2027-01-23,10,1825.3914792194018
538,2027-01-23,11,1848.656215325169
539,2027-01-23,12,1888.4318992064768
540,2027-01-23,13,1912.670659655313
541,2027-01-23,14,1968.396226731108
542,2027-01-23,15,2037.008876595409
543,2027-01-23,16,2062.624972837458
544,2027-01-23,17,2112.834102372155
545,2027-01-23,18,2145.694877852411
546,2027-01-23,19,2411.979378673262
547,2027-01-23,20,2424.552607596
548,2027-01-23,21,2445.930354302106
549,2027-01-23,22,2323.725901423566
550,2027-01-23,23,2343.042939107965
551,2027-01-23,24,2326.23038800505
552,2027-01-24,1,2260.730520363048
553,2027-01-24,2,2185.927073040293
554,2027-01-24,3,2127.11007720328
555,2027-01-24,4,2068.449737421355
556,2027-01-24,5,2012.281752448823
557,2027-01-24,6,1945.807190157905
558,2027-01-24,7,1830.790619151604
559,2027-01-24,8,1716.600328764933
560,2027-01-24,9,1633.581935229648
561,2027-01-24,10,1612.758892968978
562,2027-01-24,11,1631.9462451779232
563,2027-01-24,12,1673.334505032588
564,2027-01-24,13,1720.959001910438
565,2027-01-24,14,1780.373453742202
566,2027-01-24,15,1848.249970854584
567,2027-01-24,16,1884.919449400801
568,2027-01-24,17,1956.741604738541
569,2027-01-24,18,2004.537698753818
570,2027-01-24,19,2304.743012690376
571,2027-01-24,20,2328.055125624952
572,2027-01-24,21,2383.798594244874
573,2027-01-24,22,2304.393673873097
574,2027-01-24,23,2327.017436546012
575,2027-01-24,24,2281.825295694516
576,2027-01-25,1,2223.361589356006
577,2027-01-25,2,2152.279800249887
578,2027-01-25,3,2096.5063336226813
579,2027-01-25,4,2042.3570489510262
580,2027-01-25,5,1994.079931828062
581,2027-01-25,6,1939.13363164899
582,2027-01-25,7,1862.99648156401
583,2027-01-25,8,1818.629802622944
584,2027-01-25,9,1796.142723022977
585,2027-01-25,10,1794.828371533028
586,2027-01-25,11,1812.9202887107729
587,2027-01-25,12,1853.414423512509
588,2027-01-25,13,1897.6237576138578
589,2027-01-25,14,1977.609475553928
590,2027-01-25,15,2047.288775845032
591,2027-01-25,16,2075.896280437931
592,2027-01-25,17,2104.5032488088937
593,2027-01-25,18,2099.0254336915978
594,2027-01-25,19,2376.314870769375
595,2027-01-25,20,2414.6768002823937
596,2027-01-25,21,2473.277016508906
597,2027-01-25,22,2362.515775768331
598,2027-01-25,23,2378.02610844063
599,2027-01-25,24,2328.738483024782
600,2027-01-26,1,2283.2669541201867
601,2027-01-26,2,2211.3715177761933
602,2027-01-26,3,2148.915789231665
603,2027-01-26,4,2089.771835579503
604,2027-01-26,5,2036.487737483008
605,2027-01-26,6,1984.107685201895
606,2027-01-26,7,1909.511822822134
607,2027-01-26,8,1875.565373208625
608,2027-01-26,9,1869.7298993305071
609,2027-01-26,10,1886.982348320536
610,2027-01-26,11,1918.170402560501
611,2027-01-26,12,1974.63633802353
612,2027-01-26,13,2009.31279535147
613,2027-01-26,14,2082.669604863979
614,2027-01-26,15,2182.3872121329277
615,2027-01-26,16,2206.852632622872
616,2027-01-26,17,2221.002557678185
617,2027-01-26,18,2200.259072527233
618,2027-01-26,19,2458.962886355952
619,2027-01-26,20,2491.002529638548
620,2027-01-26,21,2544.842276536819
621,2027-01-26,22,2431.0171518014968
622,2027-01-26,23,2440.1013098507283
623,2027-01-26,24,2387.505743912131
624,2027-01-27,1,2111.19268453708
625,2027-01-27,2,2089.240220362482
626,2027-01-27,3,2075.420516252524
627,2027-01-27,4,2043.259027394374
628,2027-01-27,5,2004.159903323771
629,2027-01-27,6,1960.417493005244
630,2027-01-27,7,1872.5663348990229
631,2027-01-27,8,1829.455420761834
632,2027-01-27,9,1812.291101483813
633,2027-01-27,10,1816.294934213593
634,2027-01-27,11,1839.593554567236
635,2027-01-27,12,1878.533400775955
636,2027-01-27,13,1910.097133011471
637,2027-01-27,14,1965.854506115136
638,2027-01-27,15,2016.912825630324
639,2027-01-27,16,2049.485220786714
640,2027-01-27,17,2060.2334232865187
641,2027-01-27,18,2057.9052746806938
642,2027-01-27,19,2343.593795940964
643,2027-01-27,20,2380.639275004009
644,2027-01-27,21,2428.871016312414
645,2027-01-27,22,2306.947161094919
646,2027-01-27,23,2325.350739258653
647,2027-01-27,24,2290.121981995231
648,2027-01-28,1,2276.26624337623
649,2027-01-28,2,2207.387431154861
650,2027-01-28,3,2151.39714608624
651,2027-01-28,4,2095.167369478845
652,2027-01-28,5,2040.897249061319
653,2027-01-28,6,1981.966119928788
654,2027-01-28,7,1908.341414645471
655,2027-01-28,8,1888.785208200839
656,2027-01-28,9,1883.007923719667
657,2027-01-28,10,1890.143034840839
658,2027-01-28,11,1928.6356051104199
659,2027-01-28,12,1978.607430201573
660,2027-01-28,13,2009.830584306948
661,2027-01-28,14,2105.114774206823
662,2027-01-28,15,2191.149261514836
663,2027-01-28,16,2217.706564137451
664,2027-01-28,17,2219.721200397437
665,2027-01-28,18,2198.10120072039
666,2027-01-28,19,2454.679488758869
667,2027-01-28,20,2479.748306204605
668,2027-01-28,21,2528.9423193058
669,2027-01-28,22,2415.033072563036
670,2027-01-28,23,2430.138958462361
671,2027-01-28,24,2378.394082843416
672,2027-01-29,1,2301.916381146311
673,2027-01-29,2,2221.794074694549
674,2027-01-29,3,2161.5492093220273
675,2027-01-29,4,2102.1193845782163
676,2027-01-29,5,2048.598159058859
677,2027-01-29,6,1996.985731653368
678,2027-01-29,7,1911.909829302458
679,2027-01-29,8,1874.019854051829
680,2027-01-29,9,1860.1088591440289
681,2027-01-29,10,1880.122808129345
682,2027-01-29,11,1913.4738578290758
683,2027-01-29,12,1965.173101810403
684,2027-01-29,13,2002.361833079485
685,2027-01-29,14,2117.9307903548497
686,2027-01-29,15,2201.374501803497
687,2027-01-29,16,2214.788917548188
688,2027-01-29,17,2234.503926612937
689,2027-01-29,18,2220.5609597977473
690,2027-01-29,19,2473.3424323115487
691,2027-01-29,20,2502.166360354485
692,2027-01-29,21,2550.444232781772
693,2027-01-29,22,2442.068020426971
694,2027-01-29,23,2457.638703625617
695,2027-01-29,24,2402.76109343101
696,2027-01-30,1,2289.048382216225
697,2027-01-30,2,2215.942987715337
698,2027-01-30,3,2153.445114172471
699,2027-01-30,4,2093.4099865075423
700,2027-01-30,5,2036.019399662832
701,2027-01-30,6,1982.5402383608398
702,2027-01-30,7,1896.139543815174
703,2027-01-30,8,1847.794265345144
704,2027-01-30,9,1822.92835517361
705,2027-01-30,10,1825.3914792194018
706,2027-01-30,11,1848.656215325169
707,2027-01-30,12,1888.4318992064768
708,2027-01-30,13,1912.670659655313
709,2027-01-30,14,1968.396226731108
710,2027-01-30,15,2037.008876595409
711,2027-01-30,16,2062.624972837458
712,2027-01-30,17,2112.834102372155
713,2027-01-30,18,2145.694877852411
714,2027-01-30,19,2411.979378673262
715,2027-01-30,20,2424.552607596
716,2027-01-30,21,2445.930354302106
717,2027-01-30,22,2323.725901423566
718,2027-01-30,23,2343.042939107965
719,2027-01-30,24,2326.23038800505
720,2027-01-31,1,2260.730520363048
721,2027-01-31,2,2185.927073040293
722,2027-01-31,3,2127.11007720328
723,2027-01-31,4,2068.449737421355
724,2027-01-31,5,2012.281752448823
725,2027-01-31,6,1945.807190157905
726,2027-01-31,7,1830.790619151604
727,2027-01-31,8,1716.600328764933
728,2027-01-31,9,1633.581935229648
