,fecha,periodo,valor
729,2027-01-31,10,1612.758892968978
730,2027-01-31,11,1631.9462451779232
731,2027-01-31,12,1673.334505032588
732,2027-01-31,13,1720.959001910438
733,2027-01-31,14,1780.373453742202
734,2027-01-31,15,1848.249970854584
735,2027-01-31,16,1884.919449400801
736,2027-01-31,17,1956.741604738541
737,2027-01-31,18,2004.537698753818
738,2027-01-31,19,2304.743012690376
739,2027-01-31,20,2328.055125624952
740,2027-01-31,21,2383.798594244874
741,2027-01-31,22,2304.393673873097
742,2027-01-31,23,2327.017436546012
743,2027-01-31,24,2281.825295694516
744,2027-02-01,1,2380.819985942819
745,2027-02-01,2,2294.279057429112
746,2027-02-01,3,2230.432721039408
747,2027-02-01,4,2175.019759169952
748,2027-02-01,5,2119.198066060825
749,2027-02-01,6,2045.9787879040819
750,2027-02-01,7,1946.35957314828
751,2027-02-01,8,1914.5091350506232
752,2027-02-01,9,1896.236940148087
753,2027-02-01,10,1906.875016396646
754,2027-02-01,11,1941.994135017551
755,2027-02-01,12,2015.570697990323
756,2027-02-01,13,2048.18093357514
757,2027-02-01,14,2181.809795829384
758,2027-02-01,15,2302.429550231572
759,2027-02-01,16,2313.371845200272
760,2027-02-01,17,2344.893333587237
761,2027-02-01,18,2324.775319117272
762,2027-02-01,19,2603.130409400857
763,2027-02-01,20,2654.307937781191
764,2027-02-01,21,2717.860335386719
765,2027-02-01,22,2614.881646835552
766,2027-02-01,23,2610.2193055885828
767,2027-02-01,24,2531.098623777455
768,2027-02-02,1,2414.663994049324
769,2027-02-02,2,2329.031535574836
770,2027-02-02,3,2265.6652599107383
771,2027-02-02,4,2204.11088885762
772,2027-02-02,5,2147.813017190208
773,2027-02-02,6,2069.390232917197
774,2027-02-02,7,1958.38181925162
775,2027-02-02,8,1912.499180508815
776,2027-02-02,9,1899.6260099911801
777,2027-02-02,10,1899.49392407968
778,2027-02-02,11,1942.8975794514158
779,2027-02-02,12,2006.92666114242
780,2027-02-02,13,2060.562307323176
781,2027-02-02,14,2196.874262579754
782,2027-02-02,15,2340.648732091673
783,2027-02-02,16,2356.551961906671
784,2027-02-02,17,2364.923098963979
785,2027-02-02,18,2335.773500890068
786,2027-02-02,19,2611.623771548318
787,2027-02-02,20,2666.3124657490653
788,2027-02-02,21,2731.186412781785
789,2027-02-02,22,2617.640977273387
790,2027-02-02,23,2615.564047191274
791,2027-02-02,24,2531.65226179394
792,2027-02-03,1,2445.568892725632
793,2027-02-03,2,2354.895527260251
794,2027-02-03,3,2294.179507895295
795,2027-02-03,4,2227.5589167251383
796,2027-02-03,5,2169.369465954682
797,2027-02-03,6,2097.410883536821
798,2027-02-03,7,1973.936224750241
799,2027-02-03,8,1919.595644005803
800,2027-02-03,9,1888.677850464871
801,2027-02-03,10,1876.868799934137
802,2027-02-03,11,1912.813297252643
803,2027-02-03,12,1988.900543875177
804,2027-02-03,13,2031.277820727381
805,2027-02-03,14,2171.199369585569
806,2027-02-03,15,2311.394660460295
807,2027-02-03,16,2326.8943426097812
808,2027-02-03,17,2370.961945262212
809,2027-02-03,18,2361.653827837232
810,2027-02-03,19,2646.869946401412
811,2027-02-03,20,2703.502956341535
812,2027-02-03,21,2768.994349025806
813,2027-02-03,22,2654.503909855278
814,2027-02-03,23,2649.894224417036
815,2027-02-03,24,2570.003944603303
816,2027-02-04,1,2432.35999170751
817,2027-02-04,2,2343.650232065655
818,2027-02-04,3,2280.876762890627
819,2027-02-04,4,2213.4953162842608
820,2027-02-04,5,2154.041914473799
821,2027-02-04,6,2085.924748851127
822,2027-02-04,7,1964.578892859671
823,2027-02-04,8,1911.9615266626638
824,2027-02-04,9,1902.498496343474
825,2027-02-04,10,1891.977518048426
826,2027-02-04,11,1922.321458479816
827,2027-02-04,12,2000.777519591512
828,2027-02-04,13,2053.81780854109
829,2027-02-04,14,2181.687720907217
830,2027-02-04,15,2320.9284538118063
831,2027-02-04,16,2352.805697222632
832,2027-02-04,17,2374.258545065612
833,2027-02-04,18,2366.893284750077
834,2027-02-04,19,2659.999592599246
835,2027-02-04,20,2710.493564766813
836,2027-02-04,21,2775.153430644794
837,2027-02-04,22,2652.9168202605942
838,2027-02-04,23,2647.024508474391
839,2027-02-04,24,2558.648016185553
840,2027-02-05,1,2450.129836125711
841,2027-02-05,2,2362.885788015574
842,2027-02-05,3,2302.888342106985
843,2027-02-05,4,2229.521853669646
844,2027-02-05,5,2167.684310828886
845,2027-02-05,6,2098.794786690052
846,2027-02-05,7,1978.193444504088
847,2027-02-05,8,1923.325125539904
848,2027-02-05,9,1894.2280907750692
849,2027-02-05,10,1883.285193222131
850,2027-02-05,11,1924.659454048656
851,2027-02-05,12,1992.6222310712228
852,2027-02-05,13,2033.612092916486
853,2027-02-05,14,2171.992856709548
854,2027-02-05,15,2307.583516903669
855,2027-02-05,16,2335.949633617025
856,2027-02-05,17,2376.331253487564
857,2027-02-05,18,2361.35703767712
858,2027-02-05,19,2633.873069079261
859,2027-02-05,20,2680.69197146646
860,2027-02-05,21,2733.693951768245
861,2027-02-05,22,2603.618759002584
862,2027-02-05,23,2610.524050093811
863,2027-02-05,24,2540.692417634407
864,2027-02-06,1,2443.948966339265
865,2027-02-06,2,2355.576648481328
866,2027-02-06,3,2292.818130920383
867,2027-02-06,4,2210.293089146595
868,2027-02-06,5,2148.993083117812
869,2027-02-06,6,2083.850677329579
870,2027-02-06,7,1982.093486223901
871,2027-02-06,8,1891.064550779363
872,2027-02-06,9,1844.194970060962
873,2027-02-06,10,1835.334081825104
874,2027-02-06,11,1847.888656498047
875,2027-02-06,12,1896.692050128722
876,2027-02-06,13,1937.730385546505
877,2027-02-06,14,2022.6922312850602
878,2027-02-06,15,2133.895494535181
879,2027-02-06,16,2157.660644973542
880,2027-02-06,17,2219.86959926532
881,2027-02-06,18,2257.07402218393
882,2027-02-06,19,2549.67021196568
883,2027-02-06,20,2568.335458921642
884,2027-02-06,21,2594.076007783016
885,2027-02-06,22,2452.709572216449
886,2027-02-06,23,2467.786604639823
887,2027-02-06,24,2447.243538177696
888,2027-02-07,1,2379.137759792502
889,2027-02-07,2,2298.37716419103
890,2027-02-07,3,2239.611844164729
891,2027-02-07,4,2182.74961020468
892,2027-02-07,5,2129.348087998892
893,2027-02-07,6,2062.339399715156
894,2027-02-07,7,1949.978074023502
895,2027-02-07,8,1821.635632120649
896,2027-02-07,9,1708.339473661343
897,2027-02-07,10,1658.753464562539
898,2027-02-07,11,1651.937823036686
899,2027-02-07,12,1702.4956639519721
900,2027-02-07,13,1780.704303600783
901,2027-02-07,14,1865.796641831101
902,2027-02-07,15,1979.277537021136
903,2027-02-07,16,2012.666724024
904,2027-02-07,17,2085.402854715317
905,2027-02-07,18,2121.193263995895
906,2027-02-07,19,2446.944877516566
907,2027-02-07,20,2493.667819129552
908,2027-02-07,21,2562.8219214493984
909,2027-02-07,22,2476.862511246841
910,2027-02-07,23,2491.559956140397
911,2027-02-07,24,2433.290883097989
912,2027-02-08,1,2380.819985942819
913,2027-02-08,2,2294.279057429112
914,2027-02-08,3,2230.432721039408
915,2027-02-08,4,2175.019759169952
916,2027-02-08,5,2119.198066060825
917,2027-02-08,6,2045.9787879040819
918,2027-02-08,7,1946.35957314828
919,2027-02-08,8,1914.5091350506232
920,2027-02-08,9,1896.236940148087
921,2027-02-08,10,1906.875016396646
922,2027-02-08,11,1941.994135017551
923,2027-02-08,12,2015.570697990323
924,2027-02-08,13,2048.18093357514
925,2027-02-08,14,2181.809795829384
926,2027-02-08,15,2302.429550231572
927,2027-02-08,16,2313.371845200272
928,2027-02-08,17,2344.893333587237
929,2027-02-08,18,2324.775319117272
930,2027-02-08,19,2603.130409400857
931,2027-02-08,20,2654.307937781191
932,2027-02-08,21,2717.860335386719
933,2027-02-08,22,2614.881646835552
934,2027-02-08,23,2610.2193055885828
935,2027-02-08,24,2531.098623777455
936,2027-02-09,1,2414.663994049324
937,2027-02-09,2,2329.031535574836
938,2027-02-09,3,2265.6652599107383
939,2027-02-09,4,2204.11088885762
940,2027-02-09,5,2147.813017190208
941,2027-02-09,6,2069.390232917197
942,2027-02-09,7,1958.38181925162
943,2027-02-09,8,1912.499180508815
944,2027-02-09,9,1899.6260099911801
945,2027-02-09,10,1899.49392407968
946,2027-02-09,11,1942.8975794514158
947,2027-02-09,12,2006.92666114242
948,2027-02-09,13,2060.562307323176
949,2027-02-09,14,2196.874262579754
950,2027-02-09,15,2340.648732091673
951,2027-02-09,16,2356.551961906671
952,2027-02-09,17,2364.923098963979
953,2027-02-09,18,2335.773500890068
954,2027-02-09,19,2611.623771548318
955,2027-02-09,20,2666.3124657490653
956,2027-02-09,21,2731.186412781785
957,2027-02-09,22,2617.640977273387
958,2027-02-09,23,2615.564047191274
959,2027-02-09,24,2531.65226179394
960,2027-02-10,1,2445.568892725632
961,2027-02-10,2,2354.895527260251
962,2027-02-10,3,2294.179507895295
963,2027-02-10,4,2227.5589167251383
964,2027-02-10,5,2169.369465954682
965,2027-02-10,6,2097.410883536821
966,2027-02-10,7,1973.936224750241
967,2027-02-10,8,1919.595644005803
968,2027-02-10,9,1888.677850464871
969,2027-02-10,10,1876.868799934137
970,2027-02-10,11,1912.813297252643
971,2027-02-10,12,1988.900543875177
972,2027-02-10,13,2031.277820727381
973,2027-02-10,14,2171.199369585569
974,2027-02-10,15,2311.394660460295
975,2027-02-10,16,2326.8943426097812
976,2027-02-10,17,2370.961945262212
977,2027-02-10,18,2361.653827837232
978,2027-02-10,19,2646.869946401412
979,2027-02-10,20,2703.502956341535
980,2027-02-10,21,2768.994349025806
981,2027-02-10,22,2654.503909855278
982,2027-02-10,23,2649.894224417036
983,2027-02-10,24,2570.003944603303
984,2027-02-11,1,2432.35999170751
985,2027-02-11,2,2343.650232065655
986,2027-02-11,3,2280.876762890627
987,2027-02-11,4,2213.4953162842608
988,2027-02-11,5,2154.041914473799
989,2027-02-11,6,2085.924748851127
990,2027-02-11,7,1964.578892859671
991,2027-02-11,8,1911.9615266626638
992,2027-02-11,9,1902.498496343474
993,2027-02-11,10,1891.977518048426
994,2027-02-11,11,1922.321458479816
995,2027-02-11,12,2000.777519591512
996,2027-02-11,13,2053.81780854109
997,2027-02-11,14,2181.687720907217
998,2027-02-11,15,2320.9284538118063
999,2027-02-11,16,2352.805697222632
1000,2027-02-11,17,2374.258545065612
1001,2027-02-11,18,2366.893284750077
1002,2027-02-11,19,2659.999592599246
1003,2027-02-11,20,2710.493564766813
1004,2027-02-11,21,2775.153430644794
1005,2027-02-11,22,2652.9168202605942
1006,2027-02-11,23,2647.024508474391
1007,2027-02-11,24,2558.648016185553
1008,2027-02-12,1,2450.129836125711
1009,2027-02-12,2,2362.885788015574
1010,2027-02-12,3,2302.888342106985
1011,2027-02-12,4,2229.521853669646
1012,2027-02-12,5,2167.684310828886
1013,2027-02-12,6,2098.794786690052
1014,2027-02-12,7,1978.193444504088
1015,2027-02-12,8,1923.325125539904
1016,2027-02-12,9,1894.2280907750692
1017,2027-02-12,10,1883.285193222131
1018,2027-02-12,11,1924.659454048656
1019,2027-02-12,12,1992.6222310712228
1020,2027-02-12,13,2033.612092916486
1021,2027-02-12,14,2171.992856709548
1022,2027-02-12,15,2307.583516903669
1023,2027-02-12,16,2335.949633617025
1024,2027-02-12,17,2376.331253487564
1025,2027-02-12,18,2361.35703767712
1026,2027-02-12,19,2633.873069079261
1027,2027-02-12,20,2680.69197146646
1028,2027-02-12,21,2733.693951768245
1029,2027-02-12,22,2603.618759002584
1030,2027-02-12,23,2610.524050093811
1031,2027-02-12,24,2540.692417634407
1032,2027-02-13,1,2443.948966339265
1033,2027-02-13,2,2355.576648481328
1034,2027-02-13,3,2292.818130920383
1035,2027-02-13,4,2210.293089146595
1036,2027-02-13,5,2148.993083117812
1037,2027-02-13,6,2083.850677329579
1038,2027-02-13,7,1982.093486223901
1039,2027-02-13,8,1891.064550779363
1040,2027-02-13,9,1844.194970060962
1041,2027-02-13,10,1835.334081825104
1042,2027-02-13,11,1847.888656498047
1043,2027-02-13,12,1896.692050128722
1044,2027-02-13,13,1937.730385546505
1045,2027-02-13,14,2022.6922312850602
1046,2027-02-13,15,2133.895494535181
1047,2027-02-13,16,2157.660644973542
1048,2027-02-13,17,2219.86959926532
1049,2027-02-13,18,2257.07402218393
1050,2027-02-13,19,2549.67021196568
1051,2027-02-13,20,2568.335458921642
1052,2027-02-13,21,2594.076007783016
1053,2027-02-13,22,2452.709572216449
1054,2027-02-13,23,2467.786604639823
1055,2027-02-13,24,2447.243538177696
1056,2027-02-14,1,2379.137759792502
1057,2027-02-14,2,2298.37716419103
1058,2027-02-14,3,2239.611844164729
1059,2027-02-14,4,2182.74961020468
1060,2027-02-14,5,2129.348087998892
1061,2027-02-14,6,2062.339399715156
1062,2027-02-14,7,1949.978074023502
1063,2027-02-14,8,1821.635632120649
1064,2027-02-14,9,1708.339473661343
1065,2027-02-14,10,1658.753464562539
1066,2027-02-14,11,1651.937823036686
1067,2027-02-14,12,1702.4956639519721
1068,2027-02-14,13,1780.704303600783
1069,2027-02-14,14,1865.796641831101
1070,2027-02-14,15,1979.277537021136
1071,2027-02-14,16,2012.666724024
1072,2027-02-14,17,2085.402854715317
1073,2027-02-14,18,2121.193263995895
1074,2027-02-14,19,2446.944877516566
1075,2027-02-14,20,2493.667819129552
1076,2027-02-14,21,2562.8219214493984
1077,2027-02-14,22,2476.862511246841
1078,2027-02-14,23,2491.559956140397
1079,2027-02-14,24,2433.290883097989
1080,2027-02-15,1,2380.819985942819
1081,2027-02-15,2,2294.279057429112
1082,2027-02-15,3,2230.432721039408
1083,2027-02-15,4,2175.019759169952
1084,2027-02-15,5,2119.198066060825
1085,2027-02-15,6,2045.9787879040819
1086,2027-02-15,7,1946.35957314828
1087,2027-02-15,8,1914.5091350506232
1088,2027-02-15,9,1896.236940148087
1089,2027-02-15,10,1906.875016396646
1090,2027-02-15,11,1941.994135017551
1091,2027-02-15,12,2015.570697990323
1092,2027-02-15,13,2048.18093357514
1093,2027-02-15,14,2181.809795829384
1094,2027-02-15,15,2302.429550231572
1095,2027-02-15,16,2313.371845200272
1096,2027-02-15,17,2344.893333587237
1097,2027-02-15,18,2324.775319117272
1098,2027-02-15,19,2603.130409400857
1099,2027-02-15,20,2654.307937781191
1100,2027-02-15,21,2717.860335386719
1101,2027-02-15,22,2614.881646835552
1102,2027-02-15,23,2610.2193055885828
1103,2027-02-15,24,2531.098623777455
1104,2027-02-16,1,2414.663994049324
1105,2027-02-16,2,2329.031535574836
1106,2027-02-16,3,2265.6652599107383
1107,2027-02-16,4,2204.11088885762
1108,2027-02-16,5,2147.813017190208
1109,2027-02-16,6,2069.390232917197
1110,2027-02-16,7,1958.38181925162
1111,2027-02-16,8,1912.499180508815
1112,2027-02-16,9,1899.6260099911801
1113,2027-02-16,10,1899.49392407968
1114,2027-02-16,11,1942.8975794514158
1115,2027-02-16,12,2006.92666114242
1116,2027-02-16,13,2060.562307323176
1117,2027-02-16,14,2196.874262579754
1118,2027-02-16,15,2340.648732091673
1119,2027-02-16,16,2356.551961906671
1120,2027-02-16,17,2364.923098963979
1121,2027-02-16,18,2335.773500890068
1122,2027-02-16,19,2611.623771548318
1123,2027-02-16,20,2666.3124657490653
1124,2027-02-16,21,2731.186412781785
1125,2027-02-16,22,2617.640977273387
1126,2027-02-16,23,2615.564047191274
1127,2027-02-16,24,2531.65226179394
1128,2027-02-17,1,2445.568892725632
1129,2027-02-17,2,2354.895527260251
1130,2027-02-17,3,2294.179507895295
1131,2027-02-17,4,2227.5589167251383
1132,2027-02-17,5,2169.369465954682
1133,2027-02-17,6,2097.410883536821
1134,2027-02-17,7,1973.936224750241
1135,2027-02-17,8,1919.595644005803
1136,2027-02-17,9,1888.677850464871
1137,2027-02-17,10,1876.868799934137
1138,2027-02-17,11,1912.813297252643
1139,2027-02-17,12,1988.900543875177
1140,2027-02-17,13,2031.277820727381
1141,2027-02-17,14,2171.199369585569
1142,2027-02-17,15,2311.394660460295
1143,2027-02-17,16,2326.8943426097812
1144,2027-02-17,17,2370.961945262212
1145,2027-02-17,18,2361.653827837232
1146,2027-02-17,19,2646.869946401412
1147,2027-02-17,20,2703.502956341535
1148,2027-02-17,21,2768.994349025806
1149,2027-02-17,22,2654.503909855278
1150,2027-02-17,23,2649.894224417036
1151,2027-02-17,24,2570.003944603303
1152,2027-02-18,1,2432.35999170751
1153,2027-02-18,2,2343.650232065655
1154,2027-02-18,3,2280.876762890627
1155,2027-02-18,4,2213.4953162842608
1156,2027-02-18,5,2154.041914473799
1157,2027-02-18,6,2085.924748851127
1158,2027-02-18,7,1964.578892859671
1159,2027-02-18,8,1911.9615266626638
1160,2027-02-18,9,1902.498496343474
1161,2027-02-18,10,1891.977518048426
1162,2027-02-18,11,1922.321458479816
1163,2027-02-18,12,2000.777519591512
1164,2027-02-18,13,2053.81780854109
1165,2027-02-18,14,2181.687720907217
1166,2027-02-18,15,2320.9284538118063
1167,2027-02-18,16,2352.805697222632
1168,2027-02-18,17,2374.258545065612
1169,2027-02-18,18,2366.893284750077
1170,2027-02-18,19,2659.999592599246
1171,2027-02-18,20,2710.493564766813
1172,2027-02-18,21,2775.153430644794
1173,2027-02-18,22,2652.9168202605942
1174,2027-02-18,23,2647.024508474391
1175,2027-02-18,24,2558.648016185553
1176,2027-02-19,1,2450.129836125711
1177,2027-02-19,2,2362.885788015574
1178,2027-02-19,3,2302.888342106985
1179,2027-02-19,4,2229.521853669646
1180,2027-02-19,5,2167.684310828886
1181,2027-02-19,6,2098.794786690052
1182,2027-02-19,7,1978.193444504088
1183,2027-02-19,8,1923.325125539904
1184,2027-02-19,9,1894.2280907750692
1185,2027-02-19,10,1883.285193222131
1186,2027-02-19,11,1924.659454048656
1187,2027-02-19,12,1992.6222310712228
1188,2027-02-19,13,2033.612092916486
1189,2027-02-19,14,2171.992856709548
1190,2027-02-19,15,2307.583516903669
1191,2027-02-19,16,2335.949633617025
1192,2027-02-19,17,2376.331253487564
1193,2027-02-19,18,2361.35703767712
1194,2027-02-19,19,2633.873069079261
1195,2027-02-19,20,2680.69197146646
1196,2027-02-19,21,2733.693951768245
1197,2027-02-19,22,2603.618759002584
1198,2027-02-19,23,2610.524050093811
1199,2027-02-19,24,2540.692417634407
1200,2027-02-20,1,2443.948966339265
1201,2027-02-20,2,2355.576648481328
1202,2027-02-20,3,2292.818130920383
1203,2027-02-20,4,2210.293089146595
1204,2027-02-20,5,2148.993083117812
1205,2027-02-20,6,2083.850677329579
1206,2027-02-20,7,1982.093486223901
1207,2027-02-20,8,1891.064550779363
1208,2027-02-20,9,1844.194970060962
1209,2027-02-20,10,1835.334081825104
1210,2027-02-20,11,1847.888656498047
1211,2027-02-20,12,1896.692050128722
1212,2027-02-20,13,1937.730385546505
1213,2027-02-20,14,2022.6922312850602
1214,2027-02-20,15,2133.895494535181
1215,2027-02-20,16,2157.660644973542
1216,2027-02-20,17,2219.86959926532
1217,2027-02-20,18,2257.07402218393
1218,2027-02-20,19,2549.67021196568
1219,2027-02-20,20,2568.335458921642
1220,2027-02-20,21,2594.076007783016
1221,2027-02-20,22,2452.709572216449
1222,2027-02-20,23,2467.786604639823
1223,2027-02-20,24,2447.243538177696
1224,2027-02-21,1,2379.137759792502
1225,2027-02-21,2,2298.37716419103
1226,2027-02-21,3,2239.611844164729
1227,2027-02-21,4,2182.74961020468
1228,2027-02-21,5,2129.348087998892
1229,2027-02-21,6,2062.339399715156
1230,2027-02-21,7,1949.978074023502
1231,2027-02-21,8,1821.635632120649
1232,2027-02-21,9,1708.339473661343
1233,2027-02-21,10,1658.753464562539
1234,2027-02-21,11,1651.937823036686
1235,2027-02-21,12,1702.4956639519721
1236,2027-02-21,13,1780.704303600783
1237,2027-02-21,14,1865.796641831101
1238,2027-02-21,15,1979.277537021136
1239,2027-02-21,16,2012.666724024
1240,2027-02-21,17,2085.402854715317
1241,2027-02-21,18,2121.193263995895
1242,2027-02-21,19,2446.944877516566
1243,2027-02-21,20,2493.667819129552
1244,2027-02-21,21,2562.8219214493984
1245,2027-02-21,22,2476.862511246841
1246,2027-02-21,23,2491.559956140397
1247,2027-02-21,24,2433.290883097989
1248,2027-02-22,1,2380.819985942819
1249,2027-02-22,2,2294.279057429112
1250,2027-02-22,3,2230.432721039408
1251,2027-02-22,4,2175.019759169952
1252,2027-02-22,5,2119.198066060825
1253,2027-02-22,6,2045.9787879040819
1254,2027-02-22,7,1946.35957314828
1255,2027-02-22,8,1914.5091350506232
1256,2027-02-22,9,1896.236940148087
1257,2027-02-22,10,1906.875016396646
1258,2027-02-22,11,1941.994135017551
1259,2027-02-22,12,2015.570697990323
1260,2027-02-22,13,2048.18093357514
1261,2027-02-22,14,2181.809795829384
1262,2027-02-22,15,2302.429550231572
1263,2027-02-22,16,2313.371845200272
1264,2027-02-22,17,2344.893333587237
1265,2027-02-22,18,2324.775319117272
1266,2027-02-22,19,2603.130409400857
1267,2027-02-22,20,2654.307937781191
1268,2027-02-22,21,2717.860335386719
1269,2027-02-22,22,2614.881646835552
1270,2027-02-22,23,2610.2193055885828
1271,2027-02-22,24,2531.098623777455
1272,2027-02-23,1,2414.663994049324
1273,2027-02-23,2,2329.031535574836
1274,2027-02-23,3,2265.6652599107383
1275,2027-02-23,4,2204.11088885762
1276,2027-02-23,5,2147.813017190208
1277,2027-02-23,6,2069.390232917197
1278,2027-02-23,7,1958.38181925162
1279,2027-02-23,8,1912.499180508815
1280,2027-02-23,9,1899.6260099911801
1281,2027-02-23,10,1899.49392407968
1282,2027-02-23,11,1942.8975794514158
1283,2027-02-23,12,2006.92666114242
1284,2027-02-23,13,2060.562307323176
1285,2027-02-23,14,2196.874262579754
1286,2027-02-23,15,2340.648732091673
1287,2027-02-23,16,2356.551961906671
1288,2027-02-23,17,2364.923098963979
1289,2027-02-23,18,2335.773500890068
1290,2027-02-23,19,2611.623771548318
1291,2027-02-23,20,2666.3124657490653
1292,2027-02-23,21,2731.186412781785
1293,2027-02-23,22,2617.640977273387
1294,2027-02-23,23,2615.564047191274
1295,2027-02-23,24,2531.65226179394
1296,2027-02-24,1,2445.568892725632
1297,2027-02-24,2,2354.895527260251
1298,2027-02-24,3,2294.179507895295
1299,2027-02-24,4,2227.5589167251383
1300,2027-02-24,5,2169.369465954682
1301,2027-02-24,6,2097.410883536821
1302,2027-02-24,7,1973.936224750241
1303,2027-02-24,8,1919.595644005803
1304,2027-02-24,9,1888.677850464871
1305,2027-02-24,10,1876.868799934137
1306,2027-02-24,11,1912.813297252643
1307,2027-02-24,12,1988.900543875177
1308,2027-02-24,13,2031.277820727381
1309,2027-02-24,14,2171.199369585569
1310,2027-02-24,15,2311.394660460295
1311,2027-02-24,16,2326.8943426097812
1312,2027-02-24,17,2370.961945262212
1313,2027-02-24,18,2361.653827837232
1314,2027-02-24,19,2646.869946401412
1315,2027-02-24,20,2703.502956341535
1316,2027-02-24,21,2768.994349025806
1317,2027-02-24,22,2654.503909855278
1318,2027-02-24,23,2649.894224417036
1319,2027-02-24,24,2570.003944603303
1320,2027-02-25,1,2432.35999170751
1321,2027-02-25,2,2343.650232065655
1322,2027-02-25,3,2280.876762890627
1323,2027-02-25,4,2213.4953162842608
1324,2027-02-25,5,2154.041914473799
1325,2027-02-25,6,2085.924748851127
1326,2027-02-25,7,1964.578892859671
1327,2027-02-25,8,1911.9615266626638
1328,2027-02-25,9,1902.498496343474
1329,2027-02-25,10,1891.977518048426
1330,2027-02-25,11,1922.321458479816
1331,2027-02-25,12,2000.777519591512
1332,2027-02-25,13,2053.81780854109
1333,2027-02-25,14,2181.687720907217
1334,2027-02-25,15,2320.9284538118063
1335,2027-02-25,16,2352.805697222632
1336,2027-02-25,17,2374.258545065612
1337,2027-02-25,18,2366.893284750077
1338,2027-02-25,19,2659.999592599246
1339,2027-02-25,20,2710.493564766813
1340,2027-02-25,21,2775.153430644794
1341,2027-02-25,22,2652.9168202605942
1342,2027-02-25,23,2647.024508474391
1343,2027-02-25,24,2558.648016185553
1344,2027-02-26,1,2450.129836125711
1345,2027-02-26,2,2362.885788015574
1346,2027-02-26,3,2302.888342106985
1347,2027-02-26,4,2229.521853669646
1348,2027-02-26,5,2167.684310828886
1349,2027-02-26,6,2098.794786690052
1350,2027-02-26,7,1978.193444504088
1351,2027-02-26,8,1923.325125539904
1352,2027-02-26,9,1894.2280907750692
1353,2027-02-26,10,1883.285193222131
1354,2027-02-26,11,1924.659454048656
1355,2027-02-26,12,1992.6222310712228
1356,2027-02-26,13,2033.612092916486
1357,2027-02-26,14,2171.992856709548
1358,2027-02-26,15,2307.583516903669
1359,2027-02-26,16,2335.949633617025
1360,2027-02-26,17,2376.331253487564
1361,2027-02-26,18,2361.35703767712
1362,2027-02-26,19,2633.873069079261
1363,2027-02-26,20,2680.69197146646
1364,2027-02-26,21,2733.693951768245
1365,2027-02-26,22,2603.618759002584
1366,2027-02-26,23,2610.524050093811
1367,2027-02-26,24,2540.692417634407
1368,2027-02-27,1,2443.948966339265
1369,2027-02-27,2,2355.576648481328
1370,2027-02-27,3,2292.818130920383
1371,2027-02-27,4,2210.293089146595
1372,2027-02-27,5,2148.993083117812
1373,2027-02-27,6,2083.850677329579
1374,2027-02-27,7,1982.093486223901
1375,2027-02-27,8,1891.064550779363
1376,2027-02-27,9,1844.194970060962
1377,2027-02-27,10,1835.334081825104
1378,2027-02-27,11,1847.888656498047
1379,2027-02-27,12,1896.692050128722
1380,2027-02-27,13,1937.730385546505
1381,2027-02-27,14,2022.6922312850602
1382,2027-02-27,15,2133.895494535181
1383,2027-02-27,16,2157.660644973542
1384,2027-02-27,17,2219.86959926532
1385,2027-02-27,18,2257.07402218393
1386,2027-02-27,19,2549.67021196568
1387,2027-02-27,20,2568.335458921642
1388,2027-02-27,21,2594.076007783016
1389,2027-02-27,22,2452.709572216449
1390,2027-02-27,23,2467.786604639823
1391,2027-02-27,24,2447.243538177696
1392,2027-02-28,1,2379.137759792502
1393,2027-02-28,2,2298.37716419103
1394,2027-02-28,3,2239.611844164729
1395,2027-02-28,4,2182.74961020468
1396,2027-02-28,5,2129.348087998892
1397,2027-02-28,6,2062.339399715156
1398,2027-02-28,7,1949.978074023502
1399,2027-02-28,8,1821.635632120649
1400,2027-02-28,9,1708.339473661343
1401,2027-02-28,10,1658.753464562539
1402,2027-02-28,11,1651.937823036686
1403,2027-02-28,12,1702.4956639519721
1404,2027-02-28,13,1780.704303600783
1405,2027-02-28,14,1865.796641831101
1406,2027-02-28,15,1979.277537021136
1407,2027-02-28,16,2012.666724024
1408,2027-02-28,17,2085.402854715317
1409,2027-02-28,18,2121.193263995895
1410,2027-02-28,19,2446.944877516566
1411,2027-02-28,20,2493.667819129552
1412,2027-02-28,21,2562.8219214493984
1413,2027-02-28,22,2476.862511246841
1414,2027-02-28,23,2491.559956140397
1415,2027-02-28,24,2433.290883097989
1416,2027-03-01,1,2394.4458181293658
1417,2027-03-01,2,2322.047572110673
1418,2027-03-01,3,2261.579167078171
1419,2027-03-01,4,2202.290828213985
1420,2027-03-01,5,2149.115329955289
1421,2027-03-01,6,2079.99724441309
1422,2027-03-01,7,1949.020375623417
1423,2027-03-01,8,1886.839968710945
1424,2027-03-01,9,1807.994849190482
1425,2027-03-01,10,1786.107427232418
1426,2027-03-01,11,1802.4808182559382
1427,2027-03-01,12,1872.867679821491
1428,2027-03-01,13,1961.845311468679
1429,2027-03-01,14,2064.585218488729
1430,2027-03-01,15,2198.825955707733
1431,2027-03-01,16,2201.155773621293
1432,2027-03-01,17,2248.795131049582
1433,2027-03-01,18,2241.277166357722
1434,2027-03-01,19,2521.843826925985
1435,2027-03-01,20,2594.064101199952
1436,2027-03-01,21,2669.005666276042
1437,2027-03-01,22,2564.063607187215
