,valor,Variable,Index
13303,0.0,vGenPlt,DC_HD_GCM_Proy.4#7468
13304,0.0,vGenPlt,DC_HD_CS_Proy.4#7492
13305,0.0,vGenPlt,DC_HD_CRR_Proy.4#7516
13306,668.0,vGenPlt,NDC.4#7540
13307,5.0,vGenPlt,NDC_ATL.4#7564
13308,8.0,vGenPlt,NDC_BOL.4#7588
13309,22.0,vGenPlt,NDC_GCM.4#7612
13310,0.0,vGenPlt,NDC_CS.4#7636
13311,0.0,vGenPlt,NDC_CRR.4#7660
13312,0.0,vGenPlt,SOLAR_INT.4#7684
13313,0.0,vGenPlt,SOLAR_ATL.4#7708
13314,0.0,vGenPlt,SOLAR_BOL.4#7732
13315,0.0,vGenPlt,SOLAR_GCM.4#7756
13316,0.0,vGenPlt,SOLAR_CS.4#7780
13317,0.0,vGenPlt,SOLAR_CRR.4#7804
13318,0.0,vGenPlt,EOLICO_INT.4#7828
13319,0.0,vGenPlt,EOLICO_ATL.4#7852
13320,0.0,vGenPlt,EOLICO_BOL.4#7876
13321,0.0,vGenPlt,EOLICO_GCM.4#7900
13322,0.0,vGenPlt,EOLICO_CS.4#7924
13323,0.0,vGenPlt,EOLICO_CRR.4#7948
13324,224.77,vGenPlt,NDC_Proy.4#7972
13325,12.5,vGenPlt,NDC_ATL_Proy.4#7996
13326,5.08,vGenPlt,NDC_BOL_Proy.4#8020
13327,127.69,vGenPlt,NDC_GCM_Proy.4#8044
13328,271.98,vGenPlt,NDC_CS_Proy.4#8068
13329,0.0,vGenPlt,NDC_CRR_Proy.4#8092
13330,0.0,vGenPlt,SOLAR_INT_Proy.4#8116
13331,0.0,vGenPlt,SOLAR_ATL_Proy.4#8140
13332,0.0,vGenPlt,SOLAR_BOL_Proy.4#8164
13333,0.0,vGenPlt,SOLAR_GCM_Proy.4#8188
13334,0.0,vGenPlt,SOLAR_CS_Proy.4#8212
13335,0.0,vGenPlt,SOLAR_CRR_Proy.4#8236
13336,0.0,vGenPlt,EOLICO_INT_Proy.4#8260
13337,0.0,vGenPlt,EOLICO_ATL_Proy.4#8284
13338,0.0,vGenPlt,EOLICO_BOL_Proy.4#8308
13339,1021.18,vGenPlt,EOLICO_GCM_Proy.4#8332
13340,0.0,vGenPlt,EOLICO_CS_Proy.4#8356
13341,0.0,vGenPlt,EOLICO_CRR_Proy.4#8380
13342,0.0,vGenPlt,FLORES_I_CC.4#8404
13343,0.0,vGenPlt,FLORES_4_CC.4#8428
13344,0.0,vGenPlt,TEBSAB_CC.4#8452
13345,0.0,vGenPlt,TERMOCANDELARIA_CC.4#8476
13346,0.0,vGenPlt,TERMOCENTRO_CC.4#8500
13347,0.0,vGenPlt,TERMOEMCALI_CC.4#8524
13348,0.0,vGenPlt,TERMONORTE.4#8548
13349,0.0,vGenPlt,TERMOSIERRA_CC.4#8572
13350,0.0,vGenPlt,TERMOVALLE_CC.4#8596
13351,0.0,vGenPlt,TESORITO.4#8620
13352,0.0,vGenPlt,VILLANUEVA.4#8644
13353,10.0,vGenPlt,ALBAN.4#8668
13354,0.0,vGenPlt,AMOYA_LA_ESPERANZA.4#8692
13355,60.0,vGenPlt,BETANIA.4#8716
13356,0.0,vGenPlt,CALIMA.4#8740
13357,78.0,vGenPlt,CARLOS_LLERAS.4#8764
13358,0.0,vGenPlt,CHIVOR.4#8788
13359,56.0,vGenPlt,CUCUANA.4#8812
13360,150.0,vGenPlt,DARIO_VALENCIA_SAMPER.4#8836
13361,100.0,vGenPlt,EL_QUIMBO.4#8860
13362,55.0,vGenPlt,ESCUELA_DE_MINAS.4#8884
13363,16.0,vGenPlt,ESMERALDA.4#8908
13364,535.0,vGenPlt,GUATRON.4#8932
13365,560.0,vGenPlt,GUATAPE.4#8956
13366,1250.0,vGenPlt,GUAVIO.4#8980
13367,900.0,vGenPlt,ITUANGO.4#9004
13368,0.0,vGenPlt,JAGUAS.4#9028
13369,0.0,vGenPlt,PAGUA.4#9052
13370,0.0,vGenPlt,LA_TASAJERA.4#9076
13371,33.0,vGenPlt,MIEL_I.4#9100
13372,207.0,vGenPlt,PLAYAS.4#9124
13373,405.0,vGenPlt,PORCE_II.4#9148
13374,680.0,vGenPlt,PORCE_III.4#9172
13375,0.0,vGenPlt,PRADO.4#9196
13376,35.0,vGenPlt,SALTO_II.4#9220
13377,0.0,vGenPlt,SALVAJINA.4#9244
13378,161.1835,vGenPlt,SAN_CARLOS.4#9268
13379,0.0,vGenPlt,SAN_FRANCISCO.4#9292
13380,50.0,vGenPlt,SAN_MIGUEL.4#9316
13381,500.0,vGenPlt,SOGAMOSO.4#9340
13382,338.0,vGenPlt,URRA.4#9364
13383,0.0,vGenPlt,CARACOLI_I.4#9388
13384,0.0,vGenPlt,EL_PASO.4#9412
13385,0.0,vGenPlt,FUNDACION.4#9436
13386,0.0,vGenPlt,GUAYEPO.4#9460
13387,0.0,vGenPlt,LATAM_SOLAR_LA_LOMA.4#9484
13388,0.0,vGenPlt,PARQUE_SOLAR_LA_UNION.4#9508
13389,0.0,vGenPlt,TEBSA240.5#6245
13390,0.0,vGenPlt,BARRANQUILLA_3.5#6269
13391,0.0,vGenPlt,BARRANQUILLA_4.5#6293
13392,0.0,vGenPlt,CARTAGENA_1.5#6317
13393,0.0,vGenPlt,CARTAGENA_2.5#6341
13394,0.0,vGenPlt,CARTAGENA_3.5#6365
13395,0.0,vGenPlt,GECELCA_3.5#6389
13396,0.0,vGenPlt,GECELCA_32.5#6413
13397,0.0,vGenPlt,GUAJIRA_1.5#6437
13398,0.0,vGenPlt,GUAJIRA_2.5#6461
13399,0.0,vGenPlt,MERILECTRICA_1.5#6485
13400,0.0,vGenPlt,PAIPA_1.5#6509
13401,72.0,vGenPlt,PAIPA_2.5#6533
13402,70.0,vGenPlt,PAIPA_3.5#6557
13403,165.0,vGenPlt,PAIPA_4.5#6581
13404,0.0,vGenPlt,PROELECTRICA_1.5#6605
13405,0.0,vGenPlt,PROELECTRICA_2.5#6629
13406,0.0,vGenPlt,TASAJERO_1.5#6653
13407,0.0,vGenPlt,TASAJERO_2.5#6677
13408,38.0,vGenPlt,TERMOCARIBE_III_1.5#6701
13409,0.0,vGenPlt,TERMODORADA_1.5#6725
13410,0.0,vGenPlt,TERMOYOPAL_1.5#6749
13411,0.0,vGenPlt,TERMOYOPAL_2.5#6773
13412,50.0,vGenPlt,TERMOYOPAL_G3.5#6797
13413,0.0,vGenPlt,TERMOYOPAL_G4.5#6821
13414,50.0,vGenPlt,TERMOYOPAL_G5.5#6845
13415,0.0,vGenPlt,ZIPAEMG_2.5#6869
13416,0.0,vGenPlt,ZIPAEMG_3.5#6893
13417,0.0,vGenPlt,ZIPAEMG_4.5#6917
13418,0.0,vGenPlt,ZIPAEMG_5.5#6941
13419,0.0,vGenPlt,DC_TR_INT_Proy.5#6965
13420,0.0,vGenPlt,DC_TR_ATL_Proy.5#6989
13421,0.0,vGenPlt,DC_TR_BOL_Proy.5#7013
13422,0.0,vGenPlt,DC_TR_GCM_Proy.5#7037
13423,0.0,vGenPlt,DC_TR_CS_Proy.5#7061
13424,0.0,vGenPlt,DC_TR_CRR_Proy.5#7085
13425,0.0,vGenPlt,DC_TR_INT_Proy_1.5#7109
13426,0.0,vGenPlt,DC_TR_ATL_Proy_1.5#7133
13427,0.0,vGenPlt,DC_TR_BOL_Proy_1.5#7157
13428,0.0,vGenPlt,DC_TR_GCM_Proy_1.5#7181
13429,0.0,vGenPlt,DC_TR_CS_Proy_1.5#7205
13430,0.0,vGenPlt,DC_TR_CRR_Proy_1.5#7229
13431,0.0,vGenPlt,DC_TR_INT_Proy_2.5#7253
13432,0.0,vGenPlt,DC_TR_ATL_Proy_2.5#7277
13433,0.0,vGenPlt,DC_TR_BOL_Proy_2.5#7301
13434,0.0,vGenPlt,DC_TR_GCM_Proy_2.5#7325
13435,0.0,vGenPlt,DC_TR_CS_Proy_2.5#7349
13436,0.0,vGenPlt,DC_TR_CRR_Proy_2.5#7373
13437,1415.9,vGenPlt,DC_HD_INT_Proy.5#7397
13438,0.0,vGenPlt,DC_HD_ATL_Proy.5#7421
13439,0.0,vGenPlt,DC_HD_BOL_Proy.5#7445
13440,0.0,vGenPlt,DC_HD_GCM_Proy.5#7469
13441,0.0,vGenPlt,DC_HD_CS_Proy.5#7493
13442,0.0,vGenPlt,DC_HD_CRR_Proy.5#7517
13443,674.0,vGenPlt,NDC.5#7541
13444,5.0,vGenPlt,NDC_ATL.5#7565
13445,8.0,vGenPlt,NDC_BOL.5#7589
13446,21.0,vGenPlt,NDC_GCM.5#7613
13447,0.0,vGenPlt,NDC_CS.5#7637
13448,0.0,vGenPlt,NDC_CRR.5#7661
13449,0.0,vGenPlt,SOLAR_INT.5#7685
13450,0.0,vGenPlt,SOLAR_ATL.5#7709
13451,0.0,vGenPlt,SOLAR_BOL.5#7733
13452,0.0,vGenPlt,SOLAR_GCM.5#7757
13453,0.0,vGenPlt,SOLAR_CS.5#7781
13454,0.0,vGenPlt,SOLAR_CRR.5#7805
13455,0.0,vGenPlt,EOLICO_INT.5#7829
13456,0.0,vGenPlt,EOLICO_ATL.5#7853
13457,0.0,vGenPlt,EOLICO_BOL.5#7877
13458,0.0,vGenPlt,EOLICO_GCM.5#7901
13459,0.0,vGenPlt,EOLICO_CS.5#7925
13460,0.0,vGenPlt,EOLICO_CRR.5#7949
13461,225.85,vGenPlt,NDC_Proy.5#7973
13462,12.5,vGenPlt,NDC_ATL_Proy.5#7997
13463,5.11,vGenPlt,NDC_BOL_Proy.5#8021
13464,125.48,vGenPlt,NDC_GCM_Proy.5#8045
13465,272.1,vGenPlt,NDC_CS_Proy.5#8069
13466,0.0,vGenPlt,NDC_CRR_Proy.5#8093
13467,0.0,vGenPlt,SOLAR_INT_Proy.5#8117
13468,0.0,vGenPlt,SOLAR_ATL_Proy.5#8141
13469,0.0,vGenPlt,SOLAR_BOL_Proy.5#8165
13470,0.0,vGenPlt,SOLAR_GCM_Proy.5#8189
13471,0.0,vGenPlt,SOLAR_CS_Proy.5#8213
13472,0.0,vGenPlt,SOLAR_CRR_Proy.5#8237
13473,0.0,vGenPlt,EOLICO_INT_Proy.5#8261
13474,0.0,vGenPlt,EOLICO_ATL_Proy.5#8285
13475,0.0,vGenPlt,EOLICO_BOL_Proy.5#8309
13476,916.72,vGenPlt,EOLICO_GCM_Proy.5#8333
13477,0.0,vGenPlt,EOLICO_CS_Proy.5#8357
13478,0.0,vGenPlt,EOLICO_CRR_Proy.5#8381
13479,0.0,vGenPlt,FLORES_I_CC.5#8405
13480,0.0,vGenPlt,FLORES_4_CC.5#8429
13481,0.0,vGenPlt,TEBSAB_CC.5#8453
13482,0.0,vGenPlt,TERMOCANDELARIA_CC.5#8477
13483,0.0,vGenPlt,TERMOCENTRO_CC.5#8501
13484,0.0,vGenPlt,TERMOEMCALI_CC.5#8525
13485,0.0,vGenPlt,TERMONORTE.5#8549
13486,0.0,vGenPlt,TERMOSIERRA_CC.5#8573
13487,0.0,vGenPlt,TERMOVALLE_CC.5#8597
13488,0.0,vGenPlt,TESORITO.5#8621
13489,0.0,vGenPlt,VILLANUEVA.5#8645
13490,10.0,vGenPlt,ALBAN.5#8669
13491,0.0,vGenPlt,AMOYA_LA_ESPERANZA.5#8693
13492,60.0,vGenPlt,BETANIA.5#8717
13493,0.0,vGenPlt,CALIMA.5#8741
13494,78.0,vGenPlt,CARLOS_LLERAS.5#8765
13495,0.0,vGenPlt,CHIVOR.5#8789
13496,56.0,vGenPlt,CUCUANA.5#8813
13497,136.0,vGenPlt,DARIO_VALENCIA_SAMPER.5#8837
13498,100.0,vGenPlt,EL_QUIMBO.5#8861
13499,55.0,vGenPlt,ESCUELA_DE_MINAS.5#8885
13500,30.0,vGenPlt,ESMERALDA.5#8909
13501,535.0,vGenPlt,GUATRON.5#8933
13502,560.0,vGenPlt,GUATAPE.5#8957
13503,1250.0,vGenPlt,GUAVIO.5#8981
13504,900.0,vGenPlt,ITUANGO.5#9005
13505,0.0,vGenPlt,JAGUAS.5#9029
13506,0.0,vGenPlt,PAGUA.5#9053
13507,0.0,vGenPlt,LA_TASAJERA.5#9077
13508,33.0,vGenPlt,MIEL_I.5#9101
13509,207.0,vGenPlt,PLAYAS.5#9125
13510,405.0,vGenPlt,PORCE_II.5#9149
13511,680.0,vGenPlt,PORCE_III.5#9173
13512,0.0,vGenPlt,PRADO.5#9197
13513,35.0,vGenPlt,SALTO_II.5#9221
13514,0.0,vGenPlt,SALVAJINA.5#9245
13515,263.9158999999996,vGenPlt,SAN_CARLOS.5#9269
13516,0.0,vGenPlt,SAN_FRANCISCO.5#9293
13517,50.0,vGenPlt,SAN_MIGUEL.5#9317
13518,500.0,vGenPlt,SOGAMOSO.5#9341
13519,338.0,vGenPlt,URRA.5#9365
13520,0.0,vGenPlt,CARACOLI_I.5#9389
13521,0.0,vGenPlt,EL_PASO.5#9413
13522,0.0,vGenPlt,FUNDACION.5#9437
13523,0.0,vGenPlt,GUAYEPO.5#9461
13524,0.0,vGenPlt,LATAM_SOLAR_LA_LOMA.5#9485
13525,0.0,vGenPlt,PARQUE_SOLAR_LA_UNION.5#9509
13526,0.0,vGenPlt,TEBSA240.6#6246
13527,0.0,vGenPlt,BARRANQUILLA_3.6#6270
13528,0.0,vGenPlt,BARRANQUILLA_4.6#6294
13529,0.0,vGenPlt,CARTAGENA_1.6#6318
13530,0.0,vGenPlt,CARTAGENA_2.6#6342
13531,0.0,vGenPlt,CARTAGENA_3.6#6366
13532,0.0,vGenPlt,GECELCA_3.6#6390
13533,0.0,vGenPlt,GECELCA_32.6#6414
13534,0.0,vGenPlt,GUAJIRA_1.6#6438
13535,0.0,vGenPlt,GUAJIRA_2.6#6462
13536,0.0,vGenPlt,MERILECTRICA_1.6#6486
13537,0.0,vGenPlt,PAIPA_1.6#6510
13538,72.0,vGenPlt,PAIPA_2.6#6534
13539,70.0,vGenPlt,PAIPA_3.6#6558
13540,165.0,vGenPlt,PAIPA_4.6#6582
13541,0.0,vGenPlt,PROELECTRICA_1.6#6606
13542,0.0,vGenPlt,PROELECTRICA_2.6#6630
13543,0.0,vGenPlt,TASAJERO_1.6#6654
13544,0.0,vGenPlt,TASAJERO_2.6#6678
13545,38.0,vGenPlt,TERMOCARIBE_III_1.6#6702
13546,0.0,vGenPlt,TERMODORADA_1.6#6726
13547,0.0,vGenPlt,TERMOYOPAL_1.6#6750
13548,0.0,vGenPlt,TERMOYOPAL_2.6#6774
13549,50.0,vGenPlt,TERMOYOPAL_G3.6#6798
13550,0.0,vGenPlt,TERMOYOPAL_G4.6#6822
13551,50.0,vGenPlt,TERMOYOPAL_G5.6#6846
13552,0.0,vGenPlt,ZIPAEMG_2.6#6870
13553,0.0,vGenPlt,ZIPAEMG_3.6#6894
13554,0.0,vGenPlt,ZIPAEMG_4.6#6918
13555,0.0,vGenPlt,ZIPAEMG_5.6#6942
13556,0.0,vGenPlt,DC_TR_INT_Proy.6#6966
13557,0.0,vGenPlt,DC_TR_ATL_Proy.6#6990
13558,0.0,vGenPlt,DC_TR_BOL_Proy.6#7014
13559,0.0,vGenPlt,DC_TR_GCM_Proy.6#7038
13560,0.0,vGenPlt,DC_TR_CS_Proy.6#7062
13561,0.0,vGenPlt,DC_TR_CRR_Proy.6#7086
13562,0.0,vGenPlt,DC_TR_INT_Proy_1.6#7110
13563,0.0,vGenPlt,DC_TR_ATL_Proy_1.6#7134
13564,0.0,vGenPlt,DC_TR_BOL_Proy_1.6#7158
13565,0.0,vGenPlt,DC_TR_GCM_Proy_1.6#7182
13566,0.0,vGenPlt,DC_TR_CS_Proy_1.6#7206
13567,0.0,vGenPlt,DC_TR_CRR_Proy_1.6#7230
13568,0.0,vGenPlt,DC_TR_INT_Proy_2.6#7254
13569,0.0,vGenPlt,DC_TR_ATL_Proy_2.6#7278
13570,0.0,vGenPlt,DC_TR_BOL_Proy_2.6#7302
13571,0.0,vGenPlt,DC_TR_GCM_Proy_2.6#7326
13572,0.0,vGenPlt,DC_TR_CS_Proy_2.6#7350
13573,0.0,vGenPlt,DC_TR_CRR_Proy_2.6#7374
13574,1415.9,vGenPlt,DC_HD_INT_Proy.6#7398
13575,0.0,vGenPlt,DC_HD_ATL_Proy.6#7422
13576,0.0,vGenPlt,DC_HD_BOL_Proy.6#7446
13577,0.0,vGenPlt,DC_HD_GCM_Proy.6#7470
13578,0.0,vGenPlt,DC_HD_CS_Proy.6#7494
13579,0.0,vGenPlt,DC_HD_CRR_Proy.6#7518
13580,685.0,vGenPlt,NDC.6#7542
13581,14.0,vGenPlt,NDC_ATL.6#7566
13582,8.0,vGenPlt,NDC_BOL.6#7590
13583,21.0,vGenPlt,NDC_GCM.6#7614
13584,1.0,vGenPlt,NDC_CS.6#7638
13585,0.0,vGenPlt,NDC_CRR.6#7662
13586,0.0,vGenPlt,SOLAR_INT.6#7686
13587,1.0,vGenPlt,SOLAR_ATL.6#7710
13588,0.0,vGenPlt,SOLAR_BOL.6#7734
13589,0.0,vGenPlt,SOLAR_GCM.6#7758
13590,0.0,vGenPlt,SOLAR_CS.6#7782
13591,0.0,vGenPlt,SOLAR_CRR.6#7806
13592,0.0,vGenPlt,EOLICO_INT.6#7830
13593,0.0,vGenPlt,EOLICO_ATL.6#7854
13594,0.0,vGenPlt,EOLICO_BOL.6#7878
13595,0.0,vGenPlt,EOLICO_GCM.6#7902
13596,0.0,vGenPlt,EOLICO_CS.6#7926
13597,0.0,vGenPlt,EOLICO_CRR.6#7950
13598,230.93,vGenPlt,NDC_Proy.6#7974
13599,12.75,vGenPlt,NDC_ATL_Proy.6#7998
13600,5.76,vGenPlt,NDC_BOL_Proy.6#8022
13601,125.25,vGenPlt,NDC_GCM_Proy.6#8046
13602,275.39,vGenPlt,NDC_CS_Proy.6#8070
13603,0.0,vGenPlt,NDC_CRR_Proy.6#8094
13604,0.0,vGenPlt,SOLAR_INT_Proy.6#8118
13605,0.0,vGenPlt,SOLAR_ATL_Proy.6#8142
13606,0.0,vGenPlt,SOLAR_BOL_Proy.6#8166
13607,0.0,vGenPlt,SOLAR_GCM_Proy.6#8190
13608,0.0,vGenPlt,SOLAR_CS_Proy.6#8214
13609,0.0,vGenPlt,SOLAR_CRR_Proy.6#8238
13610,0.0,vGenPlt,EOLICO_INT_Proy.6#8262
13611,0.0,vGenPlt,EOLICO_ATL_Proy.6#8286
13612,0.0,vGenPlt,EOLICO_BOL_Proy.6#8310
13613,835.7,vGenPlt,EOLICO_GCM_Proy.6#8334
13614,0.0,vGenPlt,EOLICO_CS_Proy.6#8358
13615,0.0,vGenPlt,EOLICO_CRR_Proy.6#8382
13616,0.0,vGenPlt,FLORES_I_CC.6#8406
13617,0.0,vGenPlt,FLORES_4_CC.6#8430
13618,0.0,vGenPlt,TEBSAB_CC.6#8454
13619,0.0,vGenPlt,TERMOCANDELARIA_CC.6#8478
13620,0.0,vGenPlt,TERMOCENTRO_CC.6#8502
13621,0.0,vGenPlt,TERMOEMCALI_CC.6#8526
13622,0.0,vGenPlt,TERMONORTE.6#8550
13623,0.0,vGenPlt,TERMOSIERRA_CC.6#8574
13624,0.0,vGenPlt,TERMOVALLE_CC.6#8598
13625,0.0,vGenPlt,TESORITO.6#8622
13626,0.0,vGenPlt,VILLANUEVA.6#8646
13627,10.0,vGenPlt,ALBAN.6#8670
13628,0.0,vGenPlt,AMOYA_LA_ESPERANZA.6#8694
13629,60.0,vGenPlt,BETANIA.6#8718
13630,0.0,vGenPlt,CALIMA.6#8742
13631,78.0,vGenPlt,CARLOS_LLERAS.6#8766
13632,0.0,vGenPlt,CHIVOR.6#8790
13633,56.0,vGenPlt,CUCUANA.6#8814
13634,136.0,vGenPlt,DARIO_VALENCIA_SAMPER.6#8838
13635,100.0,vGenPlt,EL_QUIMBO.6#8862
13636,55.0,vGenPlt,ESCUELA_DE_MINAS.6#8886
13637,30.0,vGenPlt,ESMERALDA.6#8910
13638,535.0,vGenPlt,GUATRON.6#8934
13639,560.0,vGenPlt,GUATAPE.6#8958
13640,1250.0,vGenPlt,GUAVIO.6#8982
13641,900.0,vGenPlt,ITUANGO.6#9006
13642,0.0,vGenPlt,JAGUAS.6#9030
13643,0.0,vGenPlt,PAGUA.6#9054
13644,0.0,vGenPlt,LA_TASAJERA.6#9078
13645,33.0,vGenPlt,MIEL_I.6#9102
13646,207.0,vGenPlt,PLAYAS.6#9126
13647,405.0,vGenPlt,PORCE_II.6#9150
13648,680.0,vGenPlt,PORCE_III.6#9174
13649,0.0,vGenPlt,PRADO.6#9198
13650,35.0,vGenPlt,SALTO_II.6#9222
13651,0.0,vGenPlt,SALVAJINA.6#9246
13652,469.4611000000002,vGenPlt,SAN_CARLOS.6#9270
13653,0.0,vGenPlt,SAN_FRANCISCO.6#9294
13654,50.0,vGenPlt,SAN_MIGUEL.6#9318
13655,500.0,vGenPlt,SOGAMOSO.6#9342
13656,338.0,vGenPlt,URRA.6#9366
13657,0.0,vGenPlt,CARACOLI_I.6#9390
13658,0.0,vGenPlt,EL_PASO.6#9414
13659,0.0,vGenPlt,FUNDACION.6#9438
13660,0.0,vGenPlt,GUAYEPO.6#9462
13661,0.0,vGenPlt,LATAM_SOLAR_LA_LOMA.6#9486
13662,0.0,vGenPlt,PARQUE_SOLAR_LA_UNION.6#9510
13663,0.0,vGenPlt,TEBSA240.7#6247
13664,0.0,vGenPlt,BARRANQUILLA_3.7#6271
13665,0.0,vGenPlt,BARRANQUILLA_4.7#6295
13666,0.0,vGenPlt,CARTAGENA_1.7#6319
13667,0.0,vGenPlt,CARTAGENA_2.7#6343
13668,0.0,vGenPlt,CARTAGENA_3.7#6367
13669,0.0,vGenPlt,GECELCA_3.7#6391
13670,0.0,vGenPlt,GECELCA_32.7#6415
13671,0.0,vGenPlt,GUAJIRA_1.7#6439
13672,0.0,vGenPlt,GUAJIRA_2.7#6463
13673,0.0,vGenPlt,MERILECTRICA_1.7#6487
13674,0.0,vGenPlt,PAIPA_1.7#6511
13675,72.0,vGenPlt,PAIPA_2.7#6535
13676,70.0,vGenPlt,PAIPA_3.7#6559
13677,159.96299999999997,vGenPlt,PAIPA_4.7#6583
13678,0.0,vGenPlt,PROELECTRICA_1.7#6607
13679,0.0,vGenPlt,PROELECTRICA_2.7#6631
13680,0.0,vGenPlt,TASAJERO_1.7#6655
13681,0.0,vGenPlt,TASAJERO_2.7#6679
13682,38.0,vGenPlt,TERMOCARIBE_III_1.7#6703
13683,0.0,vGenPlt,TERMODORADA_1.7#6727
13684,0.0,vGenPlt,TERMOYOPAL_1.7#6751
13685,0.0,vGenPlt,TERMOYOPAL_2.7#6775
13686,50.0,vGenPlt,TERMOYOPAL_G3.7#6799
13687,0.0,vGenPlt,TERMOYOPAL_G4.7#6823
13688,50.0,vGenPlt,TERMOYOPAL_G5.7#6847
13689,0.0,vGenPlt,ZIPAEMG_2.7#6871
13690,0.0,vGenPlt,ZIPAEMG_3.7#6895
13691,0.0,vGenPlt,ZIPAEMG_4.7#6919
13692,0.0,vGenPlt,ZIPAEMG_5.7#6943
13693,0.0,vGenPlt,DC_TR_INT_Proy.7#6967
13694,0.0,vGenPlt,DC_TR_ATL_Proy.7#6991
13695,0.0,vGenPlt,DC_TR_BOL_Proy.7#7015
13696,0.0,vGenPlt,DC_TR_GCM_Proy.7#7039
13697,0.0,vGenPlt,DC_TR_CS_Proy.7#7063
13698,0.0,vGenPlt,DC_TR_CRR_Proy.7#7087
13699,0.0,vGenPlt,DC_TR_INT_Proy_1.7#7111
13700,0.0,vGenPlt,DC_TR_ATL_Proy_1.7#7135
13701,0.0,vGenPlt,DC_TR_BOL_Proy_1.7#7159
13702,0.0,vGenPlt,DC_TR_GCM_Proy_1.7#7183
13703,0.0,vGenPlt,DC_TR_CS_Proy_1.7#7207
13704,0.0,vGenPlt,DC_TR_CRR_Proy_1.7#7231
13705,0.0,vGenPlt,DC_TR_INT_Proy_2.7#7255
13706,0.0,vGenPlt,DC_TR_ATL_Proy_2.7#7279
13707,0.0,vGenPlt,DC_TR_BOL_Proy_2.7#7303
13708,0.0,vGenPlt,DC_TR_GCM_Proy_2.7#7327
13709,0.0,vGenPlt,DC_TR_CS_Proy_2.7#7351
13710,0.0,vGenPlt,DC_TR_CRR_Proy_2.7#7375
13711,1415.9,vGenPlt,DC_HD_INT_Proy.7#7399
13712,0.0,vGenPlt,DC_HD_ATL_Proy.7#7423
13713,0.0,vGenPlt,DC_HD_BOL_Proy.7#7447
13714,0.0,vGenPlt,DC_HD_GCM_Proy.7#7471
13715,0.0,vGenPlt,DC_HD_CS_Proy.7#7495
13716,0.0,vGenPlt,DC_HD_CRR_Proy.7#7519
13717,723.0,vGenPlt,NDC.7#7543
13718,31.0,vGenPlt,NDC_ATL.7#7567
13719,9.0,vGenPlt,NDC_BOL.7#7591
13720,25.0,vGenPlt,NDC_GCM.7#7615
13721,10.0,vGenPlt,NDC_CS.7#7639
13722,0.0,vGenPlt,NDC_CRR.7#7663
13723,7.0,vGenPlt,SOLAR_INT.7#7687
13724,4.0,vGenPlt,SOLAR_ATL.7#7711
13725,0.0,vGenPlt,SOLAR_BOL.7#7735
13726,19.0,vGenPlt,SOLAR_GCM.7#7759
13727,17.0,vGenPlt,SOLAR_CS.7#7783
13728,0.0,vGenPlt,SOLAR_CRR.7#7807
13729,0.0,vGenPlt,EOLICO_INT.7#7831
13730,0.0,vGenPlt,EOLICO_ATL.7#7855
13731,0.0,vGenPlt,EOLICO_BOL.7#7879
13732,0.0,vGenPlt,EOLICO_GCM.7#7903
13733,0.0,vGenPlt,EOLICO_CS.7#7927
13734,0.0,vGenPlt,EOLICO_CRR.7#7951
13735,453.97,vGenPlt,NDC_Proy.7#7975
13736,22.08,vGenPlt,NDC_ATL_Proy.7#7999
13737,44.7,vGenPlt,NDC_BOL_Proy.7#8023
13738,177.49,vGenPlt,NDC_GCM_Proy.7#8047
13739,344.89,vGenPlt,NDC_CS_Proy.7#8071
13740,0.64,vGenPlt,NDC_CRR_Proy.7#8095
13741,198.37,vGenPlt,SOLAR_INT_Proy.7#8119
13742,20.97,vGenPlt,SOLAR_ATL_Proy.7#8143
13743,41.99,vGenPlt,SOLAR_BOL_Proy.7#8167
13744,48.21,vGenPlt,SOLAR_GCM_Proy.7#8191
13745,116.09,vGenPlt,SOLAR_CS_Proy.7#8215
13746,46.13,vGenPlt,SOLAR_CRR_Proy.7#8239
13747,0.0,vGenPlt,EOLICO_INT_Proy.7#8263
13748,0.0,vGenPlt,EOLICO_ATL_Proy.7#8287
13749,0.0,vGenPlt,EOLICO_BOL_Proy.7#8311
13750,741.9,vGenPlt,EOLICO_GCM_Proy.7#8335
13751,0.0,vGenPlt,EOLICO_CS_Proy.7#8359
13752,0.0,vGenPlt,EOLICO_CRR_Proy.7#8383
13753,0.0,vGenPlt,FLORES_I_CC.7#8407
13754,0.0,vGenPlt,FLORES_4_CC.7#8431
13755,0.0,vGenPlt,TEBSAB_CC.7#8455
13756,0.0,vGenPlt,TERMOCANDELARIA_CC.7#8479
13757,0.0,vGenPlt,TERMOCENTRO_CC.7#8503
13758,0.0,vGenPlt,TERMOEMCALI_CC.7#8527
13759,0.0,vGenPlt,TERMONORTE.7#8551
13760,0.0,vGenPlt,TERMOSIERRA_CC.7#8575
13761,0.0,vGenPlt,TERMOVALLE_CC.7#8599
13762,0.0,vGenPlt,TESORITO.7#8623
13763,0.0,vGenPlt,VILLANUEVA.7#8647
13764,10.0,vGenPlt,ALBAN.7#8671
13765,0.0,vGenPlt,AMOYA_LA_ESPERANZA.7#8695
13766,60.0,vGenPlt,BETANIA.7#8719
13767,0.0,vGenPlt,CALIMA.7#8743
13768,78.0,vGenPlt,CARLOS_LLERAS.7#8767
13769,0.0,vGenPlt,CHIVOR.7#8791
